ticker,company_name,directorid,directorname,rolename,uniscoreavg,bachelors,masters,mba,phd,valid_start,valid_end,founder,internal_promotion
AMGN,Amgen,534543.0,Bob Bradway,Chairman/President/CEO,64.06538461538462,True,False,True,False,2013.0,2024.0,False,True
AMGN,Amgen,534543.0,Bob Bradway,President/CEO,64.06538461538462,True,False,True,False,2012.0,2013.0,False,True
AMGN,Amgen,2746790.0,Ray Chow,CEO,22.391666666666666,False,False,False,True,,2024.0,False,False
AMP,Ameriprise Financial,33676.0,Jim Cracchiolo,Chairman/CEO,62.17307692307693,True,True,True,False,2005.0,2024.0,False,False
AMP,Ameriprise Financial,1653739.0,Bob Fallah,Chairman/CEO,17.925,True,False,False,False,2003.0,2005.0,False,False
AMT,American Tower,140102.0,Steve Dodge,Chairman/CEO,89.43846153846154,True,False,False,False,2001.0,2003.0,False,False
AMT,American Tower,140102.0,Steve Dodge,Chairman/President/CEO,89.43846153846154,True,False,False,False,1998.0,2001.0,False,False
AMT,American Tower,183686.0,Jim Taiclet Jr,CEO,55.519230769230774,True,True,False,False,2003.0,2004.0,False,True
AMT,American Tower,183686.0,Jim Taiclet Jr,Chairman/President/CEO,55.519230769230774,True,True,False,False,2004.0,2020.0,False,True
AMT,American Tower,485815.0,Tom Bartlett,President/CEO,36.579166666666666,True,True,True,False,2020.0,2024.0,False,True
AMT,American Tower,2037536.0,Steve Vondran,President/CEO,31.518749999999997,True,False,False,True,2024.0,2024.0,False,True
AMZN,Amazon,45136.0,Jeff Bezos,Chairman/CEO,92.13846153846154,True,False,False,False,1999.0,2000.0,False,True
AMZN,Amazon,45136.0,Jeff Bezos,Chairman/President/CEO,92.13846153846154,True,False,False,False,1997.0,2021.0,False,True
AMZN,Amazon,45136.0,Jeff Bezos,Chairman/President/CEO/Secretary/Treasurer,92.13846153846154,True,False,False,False,1996.0,1997.0,False,True
